Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenue,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,CompanyType
747,Upbound Group,UPBD,Retailing,Specialty Retailers: Other,no,no,no,yes,-28,no,no,no,12970,1916,"$3,992 ",-6,-5.2,-141.9,2721.4,Mitchell E. Fadel,U.S.,Plano,Texas,Public
748,East West Bancorp,EWBC,Financials,Commercial Banks,yes,no,no,yes,209,no,no,no,3206,11077.8,"$3,989 ",52.3,1161.2,2.9,69612.9,Dominic Ng,U.S.,Pasadena,California,Public
749,Hilton Grand Vacations,HGV,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,17,no,no,no,15000,4945,"$3,978,000 ",3.7,313,-11.1,8685,Mark D. Wang,U.S.,Orlando,Florida,Public
750,Grocery Outlet Holding,GO,Food & Drug Stores,Food & Drug Stores,yes,no,no,yes,55,no,no,no,949,2855.8,"$3,970 ",10.9,79.4,22.1,2969.6,Robert J. Sheedy Jr.,U.S.,Emeryville,California,Public
751,Dentsply Sirona,XRAY,Health Care,Medical Products and Equipment,no,no,no,no,6,no,no,no,15000,6882.4,"$3,965,000 ",1.1,-132,,7370,Simon D. Campion,U.S.,Charlotte,North Carolina,Public
752,V2X,VVX,Aerospace & Defense,Aerospace & Defense,no,no,no,yes,155,no,no,no,16000,1469.2,"$3,963 ",37.1,-22.6,,3081.9,Jeremy Wensinger,U.S.,McLean,Virginia,Public
753,Crocs,CROX,Apparel,Apparel,yes,no,no,yes,59,no,no,no,7030,8699.7,"$3,962 ",11.5,792.6,46.7,4643.8,Andrew Rees,U.S.,Broomfield,Colorado,Public
754,Spectrum Brands Holdings,SPB,Household Products,Household and Personal Products,yes,no,no,no,-87,no,no,no,3100,2694.5,"$3,961 ",-17.2,1801.5,2416.1,5258.4,David M. Maura,U.S.,Middleton,Wisconsin,Public
755,Visteon,VC,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,24,no,no,no,10000,3233.3,"$3,954,000 ",5.3,486,291.9,2727,Sachin S. Lawande,U.S.,Van Buren Township,Michigan,Public
756,Acuity Brands,AYI,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-14,no,no,no,12200,8281.4,"$3,952 ",-1.3,346,-9.9,3408.5,Neil M. Ashe,U.S.,Atlanta,Georgia,Public
757,Greenbrier,GBX,Transportation,Transportation Equipment,yes,no,yes,no,139,no,no,no,13800,1619.8,"$3,944,000 ",32.5,62.5,33.3,3978.4,Lorie L. Tekorius,U.S.,Lake Oswego,Oregon,Public
758,Webster Financial,WBS,Financials,Commercial Banks,yes,no,no,no,181,no,no,no,4196,8709.8,"$3,943 ",44.7,867.8,34.7,74945.2,John R. Ciulla,U.S.,Stamford,Connecticut,Public
759,Cabot,CBT,Chemicals,Chemicals,yes,no,no,yes,-43,no,no,no,4268,5110.7,"$3,931,000 ",-9,445,112.9,3604,Sean D. Keohane,U.S.,Boston,Massachusetts,Public
760,RXO,RXO,Transportation,"Trucking, Truck Leasing",yes,no,no,no,-95,no,no,no,7242,2560.9,"$3,927,000 ",-18.1,4,-95.7,1825,Drew M. Wilkerson,U.S.,Charlotte,North Carolina,Public
761,Chord Energy,CHRD,Energy,"Mining, Crude-Oil Production",yes,no,no,no,33,no,no,no,514,7404.7,"$3,897 ",6.6,1023.8,-44.8,6926.2,Daniel E. Brown,U.S.,Houston,Texas,Public
762,Popular,BPOP,Financials,Commercial Banks,yes,no,no,yes,76,no,no,no,9088,6368.4,"$3,896,000 ",15.9,541.3,-50.9,70758.2,Ignacio Alvarez,U.S.,Hato Rey,Puerto Rico,Public
763,Garrett Motion,GTX,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,38,no,no,no,8650,2263.4,"$3,886,000 ",7.9,261,-33.1,2527,Olivier Rabiller,U.S.,Plymouth,Michigan,Public
764,Tutor Perini,TPC,Engineering & Construction,Engineering & Construction,no,no,no,yes,12,no,no,no,8200,752.3,"$3,880 ",2.4,-171.2,,4429.9,Ronald N. Tutor,U.S.,Sylmar,California,Public
765,Copart,CPRT,Retailing,"Automotive Retailing, Services",yes,no,no,yes,55,no,no,no,12000,55687.9,"$3,870 ",10.5,1237.7,13.5,6737.9,Jeffrey Liaw,U.S.,Dallas,Texas,Public
766,Toast,TOST,Business Services,Financial Data Services,no,yes,no,yes,171,no,no,no,5500,13656.2,"$3,865,000 ",41.5,-246,,1958,Aman Narang,U.S.,Boston,Massachusetts,Public
767,Align Technology,ALGN,Health Care,Medical Products and Equipment,yes,no,no,no,19,no,no,no,21610,24628.1,"$3,862 ",3.4,445.1,23.1,6083.9,Joseph M. Hogan,U.S.,Tempe,Arizona,Public
768,A.O. Smith,AOS,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,12,no,no,no,12000,13156.3,"$3,853 ",2.6,556.6,136.1,3213.9,Kevin J. Wheeler,U.S.,Milwaukee,Wisconsin,Public
769,TransUnion,TRU,Business Services,Financial Data Services,no,no,no,yes,13,no,no,no,13200,15499.5,"$3,831 ",2.3,-206.2,-176.5,11105.1,Christopher A. Cartwright,U.S.,Chicago,Illinois,Public
770,NCR Voyix,VYX,Technology,Computer Software,no,no,no,no,-296,no,no,no,15500,1822.4,"$3,830,000 ",-51.2,-423,-805,4990,David Wilkinson,U.S.,Atlanta,Georgia,Public
771,Akamai Technologies,AKAM,Technology,Internet Services and Retailing,yes,yes,no,yes,28,no,no,no,10281,16663.3,"$3,812 ",5.4,547.6,4.6,9900,F. Thomson Leighton,U.S.,Cambridge,Massachusetts,Public
772,Trimble,TRMB,Technology,"Electronics, Electrical Equip.",yes,no,no,yes,19,no,no,no,12700,15812.4,"$3,799 ",3.3,311.3,-30.8,9539.3,Robert G. Painter,U.S.,Westminster,Colorado,Public
773,Medical Mutual of Ohio,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,50,no,no,no,3084,,"$3,796 ",8.7,65.9,103.6,2787.4,Steven C. Glass,U.S.,Cleveland,Ohio,Private
774,AMN Healthcare Services,AMN,Health Care,Health Care: Pharmacy and Other Services,yes,no,yes,no,-146,no,no,no,3585,2368.4,"$3,789 ",-27.7,210.7,-52.6,2924.4,Caroline S. Grace,U.S.,Dallas,Texas,Public
775,Mettler-Toledo International,MTD,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,-17,no,no,no,16650,28473.6,"$3,788 ",-3.4,788.8,-9.6,3355.6,Patrick Kaltenbach,U.S.,Columbus,Ohio,Public
776,ScanSource,SCSC,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,yes,no,no,41,no,yes,no,2300,1108.5,"$3,788 ",7.3,89.8,1.1,2068.2,Michael L. Baur,U.S.,Greenville,South Carolina,Public
777,LCI Industries,LCII,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,-143,no,no,no,11700,3131.6,"$3,785 ",-27.3,64.2,-83.7,2959.3,Jason D. Lippert,U.S.,Elkhart,Indiana,Public
778,Cboe Global Markets,CBOE,Financials,Securities,yes,no,no,yes,-31,no,no,no,1647,19398.5,"$3,774 ",-4.7,761.4,224,7487.5,Fredric J. Tomczyk,U.S.,Chicago,Illinois,Public
779,Diebold Nixdorf,DBD,Technology,"Computers, Office Equipment",no,no,no,no,50,no,no,no,21000,1293.8,"$3,761 ",8.7,,,4162,Octavio Marquez,U.S.,North Canton,Ohio,Public
780,ChampionX,CHX,Energy,"Oil and Gas Equipment, Services",yes,no,no,no,-8,no,no,no,7100,6858.6,"$3,758 ",-1.3,314.2,102.8,3241.7,Sivasankaran Somasundaram,U.S.,The Woodlands,Texas,Public
781,Corpay,CPAY,Business Services,Financial Data Services,yes,no,no,yes,50,no,no,no,10500,22169.7,"$3,758 ",9.6,981.9,2.9,15476.3,Ronald F. Clarke,U.S.,Atlanta,Georgia,Public
782,iHeartMedia,IHRT,Media,Entertainment,no,no,no,no,-21,no,no,no,9990,313.1,"$3,751,000 ",-4.1,-1102.7,,6952.6,Robert W. Pittman,U.S.,San Antonio,Texas,Public
783,Travel + Leisure,TNL,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,25,no,yes,no,19000,3477.7,"$3,750,000 ",5.1,396,10.9,6738,Michael D. Brown,U.S.,Orlando,Florida,Public
784,Dream Finders Homes,DFH,Engineering & Construction,Homebuilders,yes,yes,no,yes,59,no,no,no,1236,4078.5,"$3,749 ",12.2,295.9,12.8,2562.4,Patrick O. Zalupski,U.S.,Jacksonville,Florida,Public
785,Boyd Gaming,BYD,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,26,no,no,no,16129,6466.3,"$3,739 ",5.2,620,-3,6273.1,Keith E. Smith,U.S.,Las Vegas,Nevada,Public
786,NLV Financial,,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,0,no,no,no,1370,,"$3,735,000 ",59.6,217.4,64.3,45472.1,Mehran Assadi,U.S.,Montpelier,Vermont,Private
787,Ensign Group,ENSG,Health Care,Health Care: Medical Facilities,yes,no,no,yes,102,no,no,no,35300,7080.1,"$3,729 ",23.3,209.4,-6.8,4177.5,Barry R. Port,U.S.,San Juan Capistrano,California,Public
788,Sally Beauty Holdings,SBH,Retailing,Specialty Retailers: Other,yes,no,yes,no,-20,no,no,no,20000,1302.7,"$3,728 ",-2.3,184.6,0.6,2725.3,Denise A. Paulonis,U.S.,Denton,Texas,Public
789,Conduent,CNDT,Business Services,Diversified Outsourcing Services,no,no,no,no,-26,no,no,no,59000,709.7,"$3,722,000 ",-3.5,-296,,3162,Clifford A. Skelton,U.S.,Florham Park,New Jersey,Public
790,Sylvamo,SLVM,Materials,Forest and Paper Products,yes,no,no,no,-63,no,no,no,6500,2559.8,"$3,721,000 ",-10.3,253,114.4,2872,Jean-Michel Ribi?ras,U.S.,Memphis,Tennessee,Public
791,Tri Pointe Homes,TPH,Engineering & Construction,Homebuilders,yes,no,no,no,-81,no,yes,no,1438,3710.3,"$3,715 ",-14.6,343.7,-40.3,4914.6,Douglas F. Bauer,U.S.,Incline Village,Nevada,Public
792,EnerSys,ENS,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,49,no,no,no,11350,3817.7,"$3,709 ",10.5,175.8,22.2,3616.7,David M. Shaffer,U.S.,Reading,Pennsylvania,Public
793,Incyte,INCY,Health Care,Pharmaceuticals,yes,no,no,yes,39,no,no,no,2524,12791.3,"$3,696 ",8.9,597.6,75.4,6782.1,Herv? Hoppenot,U.S.,Wilmington,Delaware,Public
794,Century Communities,CCS,Engineering & Construction,Homebuilders,yes,yes,no,yes,-99,no,no,no,1650,3066.9,"$3,692 ",-18.1,259.2,-50.6,4139.4,Dale Francescon,U.S.,Greenwood Village,Colorado,Public
795,Rithm Capital,RITM,Financials,Real estate,yes,no,no,yes,-112,no,no,no,6570,5392.8,"$3,692 ",-19.9,622.3,-34.8,35311.8,Michael Nierenberg,U.S.,New York,New York,Public
796,Euronet Worldwide,EEFT,Business Services,Financial Data Services,yes,yes,no,yes,43,no,no,no,10000,5032.9,"$3,688,000 ",9.8,279.7,21.1,5894.4,Michael J. Brown,U.S.,Leawood,Kansas,Public
797,Hawaiian Electric Industries,HE,Energy,Utilities: Gas and Electric,yes,no,no,no,-13,no,no,no,3652,1243.1,"$3,682 ",-1.6,199.2,-17.4,17243.8,Scott W.H. Seu,U.S.,Honolulu,Hawaii,Public
798,DraftKings,DKNG,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",no,yes,no,yes,0,no,no,no,4400,39447.3,"$3,665 ",63.6,-802.1,,3944.9,Jason D. Robins,U.S.,Boston,Massachusetts,Public
799,IDEXX Laboratories,IDXX,Health Care,Medical Products and Equipment,yes,no,no,yes,36,no,no,no,11000,44843.4,"$3,661,000 ",8.7,845,24.4,3259.9,Jonathan J. Mazelsky,U.S.,Westbrook,Maine,Public
800,MYR Group,MYRG,Engineering & Construction,Engineering & Construction,yes,no,no,yes,93,no,no,no,9000,2958.7,"$3,644 ",21.1,91,9.1,1578.7,Richard S. Swartz,U.S.,Thornton,Colorado,Public
801,Deckers Outdoor,DECK,Apparel,Apparel,yes,no,no,yes,72,no,no,no,4200,24160.5,"$3,627 ",15.1,516.8,14.4,2556.2,Stefano Caroti,U.S.,Goleta,California,Public
802,DexCom,DXCM,Health Care,Medical Products and Equipment,yes,no,no,yes,103,no,no,no,9550,53471,"$3,622 ",24.5,541.5,58.7,6264.5,Kevin R. Sayer,U.S.,San Diego,California,Public
803,MKS Instruments,MKSI,Technology,Semiconductors and Other Electronic Components,no,no,no,no,11,no,no,no,10100,8918.4,"$3,622,000 ",2.1,-1841,-652.9,9118,John T.C. Lee,U.S.,Andover,Massachusetts,Public
804,VICI Properties,VICI,Financials,Real estate,yes,no,no,yes,160,no,no,no,28,31075.1,"$3,612,000 ",38.9,2513.5,124.9,44059.8,Edward B. Pitoniak,U.S.,New York,New York,Public
805,Cooper Cos.,COO,Health Care,Medical Products and Equipment,yes,no,no,yes,45,no,no,no,15000,20165.8,"$3,593 ",8.6,294.2,-23.7,11658.9,Albert G. White III,U.S.,San Ramon,California,Public
806,Frontier Group Holdings,ULCC,Transportation,Airlines,no,no,no,yes,40,no,no,no,7214,1811.6,"$3,589,000 ",7.9,-11,,4993,Barry L. Biffle,U.S.,Denver,Colorado,Public
807,Qorvo,QRVO,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-131,no,no,no,8500,11086.7,"$3,569 ",-23.2,103.2,-90,6691.9,Robert A. Bruggeworth,U.S.,Greensboro,North Carolina,Public
808,Five Below,FIVE,Retailing,Specialty Retailers: Other,yes,no,no,yes,72,no,no,no,14500,10018.5,"$3,559 ",15.7,301.1,15.1,3872,Kenneth R. Bull,U.S.,Philadelphia,Pennsylvania,Public
809,TreeHouse Foods,THS,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-132,no,no,no,7400,2097.9,"$3,553 ",-23.4,53.1,,4106.6,Steven T. Oakland,U.S.,Oak Brook,Illinois,Public
810,Scotts Miracle-Gro,SMG,Chemicals,Chemicals,no,no,no,no,-54,no,no,no,6375,4228.7,"$3,551 ",-9.5,-380.1,,3413.7,James S. Hagedorn,U.S.,Marysville,Ohio,Public
811,Atlassian,TEAM,Technology,Computer Software,no,yes,no,yes,105,no,no,yes,10726,50612.9,"$3,535 ",26.1,-486.8,,4106.8,Michael Cannon-Brookes,U.S.,San Francisco,California,Public
812,Entegris,ENTG,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,43,no,no,no,8000,21184.1,"$3,524 ",7.4,180.7,-13.5,8812.6,Bertrand Loy,U.S.,Billerica,Massachusetts,Public
813,Atkore,ATKR,Industrials,"Electronics, Electrical Equip.",yes,no,no,yes,-54,no,no,no,5208,6999.2,"$3,519 ",-10.1,689.9,-24.5,2935,William E. Waltz,U.S.,Harvey,Illinois,Public
814,H.B. Fuller,FUL,Chemicals,Chemicals,yes,no,yes,yes,-33,no,no,no,7200,4345,"$3,511 ",-6.4,144.9,-19.6,4723.6,Celeste B. Mastin,U.S.,St. Paul,Minnesota,Public
815,Granite Construction,GVA,Engineering & Construction,Engineering & Construction,yes,no,no,yes,38,no,yes,no,4100,2512.1,"$3,509 ",6.3,43.6,-47.7,2813.5,Kyle T. Larkin,U.S.,Watsonville,California,Public
816,Winnebago Industries,WGO,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,-162,no,no,no,6250,2165.9,"$3,491 ",-29.6,215.9,-44.7,2432.4,Michael J. Happe,U.S.,Eden Prairie,Minnesota,Public
817,FTI Consulting,FCN,Business Services,Diversified Outsourcing Services,yes,no,no,yes,71,no,no,no,7990,7472.3,"$3,489 ",15.2,274.9,16.7,3325.9,Steven H. Gunby,U.S.,Washington,District Of Columbia,Public
818,AptarGroup,ATR,Materials,"Packaging, Containers",yes,no,no,yes,29,no,no,no,13800,9520.6,"$3,488 ",5,284.5,18.9,4451.9,Stephan B. Tanda,U.S.,Crystal Lake,Illinois,Public
819,Columbia Sportswear,COLM,Apparel,Apparel,yes,no,no,yes,8,no,no,no,10070,4854.2,"$3,487 ",0.7,251.4,-19.3,2939,Timothy P. Boyle,U.S.,Portland,Oregon,Public
820,Roku,ROKU,Media,Entertainment,no,yes,no,no,55,no,no,no,3150,9353.3,"$3,485 ",11.5,-709.6,,4261.8,Anthony J. Wood,U.S.,San Jose,California,Public
821,Civitas Resources,CIVI,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-46,no,no,no,516,7668.5,"$3,479 ",-8.2,784.3,-37.2,14097.3,M. Christopher Doyle,U.S.,Denver,Colorado,Public
822,H&R Block,HRB,Financials,Diversified Financials,yes,no,no,yes,6,no,no,no,39200,6851.9,"$3,472 ",0.3,553.7,,3072.3,Jeffrey J. Jones II,U.S.,Kansas City,Missouri,Public
823,Alpha Metallurgical Resources,AMR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-91,no,no,no,4160,4307.6,"$3,471 ",-15.4,722,-50.2,2406.1,Charles Andrew Eidson,U.S.,Bristol,Tennessee,Public
824,Patrick Industries,PATK,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,-165,no,no,no,10000,2674,"$3,468,000 ",-29,142.9,-56.5,2562.4,Andy L. Nemeth,U.S.,Elkhart,Indiana,Public
825,Murphy Oil,MUR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-73,no,no,no,725,6972.7,"$3,460 ",-12,661.6,-31.4,9766.7,Roger W. Jenkins,U.S.,Houston,Texas,Public
826,Synovus Financial,SNV,Financials,Commercial Banks,yes,no,no,no,163,no,no,no,4798,5865.5,"$3,454 ",39,543.7,-28.3,59809.5,Kevin S. Blair,U.S.,Columbus,Georgia,Public
827,Cracker Barrel Old Country Store,CBRL,"Hotels, Restaurants & Leisure",Food Services,yes,no,yes,yes,31,no,no,no,77000,1614.7,"$3,443 ",5.4,99.1,-24.9,2218.1,Julie Felss Masino,U.S.,Lebanon,Tennessee,Public
828,Cheesecake Factory,CAKE,"Hotels, Restaurants & Leisure",Food Services,yes,yes,no,yes,24,no,no,yes,47900,1847.8,"$3,440 ",4.1,101.4,135,2840.4,David M. Overton,U.S.,Calabasas Hills,California,Public
829,CNX Resources,CNX,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,0,no,no,no,470,3632.4,"$3,435 ",172.4,1720.7,,8626.7,Nicholas J. DeIuliis,U.S.,Canonsburg,Pennsylvania,Public
830,Chefs' Warehouse,CHEF,Wholesalers,Wholesalers: Food and Grocery,yes,yes,no,yes,131,no,no,no,4873,1499.2,"$3,434 ",31.4,34.6,24.6,1705.3,Christopher Pappas,U.S.,Ridgefield,Connecticut,Public
831,Donaldson,DCI,Industrials,Industrial Machinery,yes,no,no,no,20,no,no,no,13000,8989.2,"$3,431 ",3.8,358.8,7.8,2770.5,Tod E. Carpenter,U.S.,Minneapolis,Minnesota,Public
832,Mueller Industries,MLI,Industrials,Industrial Machinery,yes,no,no,no,-88,no,no,no,4509,6126.3,"$3,420 ",-14.1,602.9,-8.4,2759.3,Gregory L. Christopher,U.S.,Collierville,Tennessee,Public
833,MRC Global,MRC,Wholesalers,Wholesalers: Diversified,yes,no,no,no,4,no,no,no,2800,1060.8,"$3,412,000 ",1.5,114,52,1886,Robert J. Saltiel Jr.,U.S.,Houston,Texas,Public
834,Chart Industries,GTLS,Industrials,Industrial Machinery,yes,no,yes,yes,0,no,no,no,11637,6964,"$3,411 ",111.6,47.3,97.1,9102.4,Jillian C. Evanko,U.S.,Ball Ground,Georgia,Public
835,Alight,ALIT,Business Services,Diversified Outsourcing Services,no,no,no,no,39,no,no,no,18000,5545.4,"$3,410,000 ",8.9,-345,,10782,Stephan D. Scholl,U.S.,Lincolnshire,Illinois,Public
836,Vishay Intertechnology,VSH,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-14,no,no,no,23500,3118.6,"$3,402,000 ",-2.7,323.8,-24.5,4239.9,Joel Smejkal,U.S.,Malvern,Pennsylvania,Public
837,Range Resources,RRC,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-111,no,no,no,548,8352.5,"$3,374 ",-18.6,871.1,-26.4,7203.9,Dennis L. Degner,U.S.,Fort Worth,Texas,Public
838,Valley National Bancorp,VLY,Financials,Commercial Banks,yes,no,no,no,0,no,no,no,3749,4050.7,"$3,365 ",54.1,498.5,-12.4,60935,Ira D. Robbins,U.S.,New York,New York,Public
839,Match Group,MTCH,Technology,Internet Services and Retailing,yes,no,no,no,30,no,no,no,2610,9723.5,"$3,365 ",5.5,651.5,80,4507.9,Bernard Kim,U.S.,Dallas,Texas,Public
840,Gen Digital,GEN,Technology,Computer Software,yes,no,no,yes,79,no,no,no,3700,14266.8,"$3,338,000 ",19.4,1349,61.4,15947,Vincent Pilette,U.S.,Tempe,Arizona,Public
841,Wintrust Financial,WTFC,Financials,Commercial Banks,yes,no,no,yes,0,no,no,no,5521,6417.1,"$3,327 ",50.7,622.6,22.2,56259.9,Timothy S. Crane,U.S.,Rosemont,Illinois,Public
842,Moog,MOG.A,Aerospace & Defense,Aerospace & Defense,yes,no,no,no,44,no,no,no,13500,5306.8,"$3,319 ",9.3,171,10.2,3808,Patrick J. Roche,U.S.,East Aurora,New York,Public
843,First Solar,FSLR,Energy,Energy,yes,no,no,yes,115,no,no,no,6700,18068,"$3,319 ",26.7,830.8,,10365.1,Mark R. Widmar,U.S.,Tempe,Arizona,Public
844,Central Garden & Pet,CENT,Household Products,Household and Personal Products,yes,no,yes,no,0,no,no,no,6500,2435.1,"$3,310 ",-0.9,125.6,-17.4,3378.6,Mary Beth Springer,U.S.,Walnut Creek,California,Public
845,Green Plains,GPRE,Energy,Energy,no,no,no,yes,-52,no,no,no,921,1494.6,"$3,296 ",-10,-93.4,,1939.3,Todd A. Becker,U.S.,Omaha,Nebraska,Public
846,Werner Enterprises,WERN,Transportation,"Trucking, Truck Leasing",yes,no,no,no,8,no,no,no,13809,2482.9,"$3,284 ",-0.2,112.4,-53.4,3157.9,Derek J. Leathers,U.S.,Omaha,Nebraska,Public
847,AppLovin,APP,Technology,Computer Software,yes,yes,no,yes,67,no,no,no,1731,22795.6,"$3,283 ",16.5,356.7,,5359.2,Adam Foroughi,U.S.,Palo Alto,California,Public
848,ITT,ITT,Industrials,Industrial Machinery,yes,no,no,yes,47,no,no,no,10600,11168.1,"$3,283,000 ",9.9,410.5,11.9,3932.6,Luca Savi,U.S.,Stamford,Connecticut,Public
849,Herc Holdings,HRI,Business Services,Equipment Leasing,yes,no,no,yes,86,no,no,no,7200,4773,"$3,282,000 ",19.8,347,5.2,7061,Lawrence H. Silber,U.S.,Bonita Springs,Florida,Public
850,Gray Television,GTN,Media,Entertainment,no,no,no,yes,-58,no,no,no,9649,634.8,"$3,281,000 ",-10.7,-76,-116.7,10640,Patrick D. LaPlatney/Hilton H. Howell Jr.,U.S.,Atlanta,Georgia,Public
851,IDEX,IEX,Industrials,Industrial Machinery,yes,no,no,no,20,no,no,no,8800,18469.6,"$3,274 ",2.9,596.1,1.6,5865.2,Eric D. Ashleman,U.S.,Northbrook,Illinois,Public
852,Boston Properties,BXP,Financials,Real estate,yes,no,no,yes,26,no,no,no,836,10254.4,"$3,274 ",5.3,190.2,-77.6,26026.1,Owen D. Thomas,U.S.,Boston,Massachusetts,Public
853,Pitney Bowes,PBI,Technology,Computer Software,no,no,no,no,-38,no,no,no,10500,764.4,"$3,266 ",-7.7,-385.6,-1143.9,4272.2,Jason C. Dies,U.S.,Stamford,Connecticut,Public
854,Steelcase,SCS,Household Products,"Home Equipment, Furnishings",yes,no,yes,no,75,no,yes,no,12250,1494,"$3,233 ",16.6,35.3,782.5,2202.8,Sara E. Armbruster,U.S.,Grand Rapids,Michigan,Public
855,Sun Communities,SUI,Financials,Real estate,no,no,no,no,44,no,no,no,6757,15996.9,"$3,225 ",8.6,-213.3,-188.1,16940.7,Gary A. Shiffman,U.S.,Southfield,Michigan,Public
856,AdaptHealth,AHCO,Health Care,Wholesalers: Health Care,no,no,yes,no,42,no,no,no,10700,1529.8,"$3,200 ",7.7,-678.9,-1079.4,4508.7,Suzanne Foster,U.S.,Plymouth Meeting,Pennsylvania,Public
857,Vertex Energy,VTNR,Energy,Petroleum Refining,no,yes,no,no,54,no,no,no,481,130.9,"$3,185 ",10.7,-71.5,,854.6,Benjamin P. Cowart,U.S.,Houston,Texas,Public
858,Genesis Energy,GEL,Energy,Pipelines,yes,no,no,yes,64,no,no,no,2137,1361.8,"$3,177,000 ",13.9,117.7,56,7018.8,Grant E. Sims,U.S.,Houston,Texas,Public
859,Jackson Financial,JXN,Financials,"Insurance: Life, Health (stock)",yes,no,yes,no,-577,no,no,no,3428,5120,"$3,159,000 ",-78.3,934,-83.6,330255,Laura L. Prieskorn,U.S.,Lansing,Michigan,Public
860,FirstCash Holdings,FCFS,Retailing,Specialty Retailers: Other,yes,no,no,yes,78,no,no,no,19000,5753.1,"$3,152 ",15.5,219.3,-13.5,4289.9,Rick L. Wessel,U.S.,Fort Worth,Texas,Public
861,Cal-Maine Foods,CALM,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,0,no,no,no,2896,2882.6,"$3,146 ",77,758,471.4,1954.5,Sherman L. Miller,U.S.,Ridgeland,Mississippi,Public
862,Arch Resources,ARCH,Energy,"Mining, Crude-Oil Production",yes,no,no,no,-75,no,no,no,3404,2933.8,"$3,146 ",-15.5,464,-65.1,2484.2,Paul A. Lang,U.S.,St. Louis,Missouri,Public
863,Avient,AVNT,Chemicals,Chemicals,yes,no,no,no,-194,no,no,no,9300,3960.5,"$3,143 ",-33.5,75.7,-89.2,5968.5,Ashish K. Khandpur,U.S.,Avon Lake,Ohio,Public
864,Cano Health,,Health Care,Health Care: Medical Facilities,no,no,no,no,70,no,no,no,2700,1.2,"$3,138 ",14.6,-594.4,,1013.7,Mark Kent,U.S.,Miami,Florida,Private
865,BlueLinx Holdings,BXC,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-166,no,no,no,1990,1126.6,"$3,136 ",-29.5,48.5,-83.6,1537.6,Shyam K. Reddy,U.S.,Marietta,Georgia,Public
866,Sinclair,SBGI,Media,Entertainment,no,no,no,no,-112,no,no,no,7300,856.7,"$3,134,000 ",-20.2,-291,-111,6085,Christopher S. Ripley,U.S.,Hunt Valley,Maryland,Public
867,BOK Financial,BOKF,Financials,Commercial Banks,yes,no,no,yes,0,no,no,no,4966,5945.7,"$3,132 ",53.9,530.7,2,49824.8,Stacy C. Kymes,U.S.,Tulsa,Oklahoma,Public
868,Permian Resources,PR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,0,no,no,no,461,13631.1,"$3,121 ",46.4,476.3,-7.5,14965.6,William M. Hickey III/James H. Walter,U.S.,Midland,Texas,Public
869,PACS Group,PACS,Health Care,Health Care: Medical Facilities,yes,yes,no,no,0,no,no,no,32433,,"$3,112 ",28.5,112.9,-25,3512.7,Jason  Murray,U.S.,Farmington,Utah,Public
870,Coinbase Global,COIN,Financials,Securities,yes,yes,no,no,-2,no,no,no,3416,64232,"$3,108 ",-2.7,94.9,,206983,Brian Armstrong,U.S.,Wilmington,Delaware,Public
871,Western Midstream Partners,WES,Energy,Pipelines,yes,no,no,yes,-11,no,no,no,1377,13526.2,"$3,107 ",-4.5,1022.2,-16,12471.6,Michael P. Ure,U.S.,The Woodlands,Texas,Public
